skaterFullName,playerId,height,weight,birthDate,birthCity,birthStateProvinceCode,birthCountryCode,draftYear,draftRound,draftOverall,isInHallOfFameYn,currentTeamAbbrev,currentTeamName,shootsCatches,positionCode,gamesPlayed,goals,assists,points,nationalityCode,lastName,firstSeasonForGameType
Nathan Gaucher,8483444,75,226,2003-11-06,Chambly,QC,CAN,2022.0,1.0,22.0,N,ANA,Anaheim Ducks,R,C,3,0,0,0,CAN,Gaucher,20252026
Jonas Rondbjerg,8480007,74,206,1999-03-31,Horsholm,,DNK,2017.0,3.0,65.0,N,VGK,Vegas Golden Knights,L,R,4,0,1,1,DNK,Rondbjerg,20212022
Reid Schaefer,8483513,77,226,2003-09-21,Edmonton,AB,CAN,2022.0,1.0,32.0,N,NSH,Nashville Predators,L,L,44,6,2,8,CAN,Schaefer,20252026
Declan Carlile,8483398,75,190,2000-05-18,Hartland,MI,USA,,,,N,TBL,Tampa Bay Lightning,L,D,39,1,2,3,USA,Carlile,20232024
Auston Matthews,8479318,75,215,1997-09-17,San Ramon,CA,USA,2016.0,1.0,1.0,N,TOR,Toronto Maple Leafs,L,C,60,27,26,53,USA,Matthews,20162017
Matt Boldy,8481557,74,201,2001-04-05,Milford,MA,USA,2019.0,1.0,12.0,N,MIN,Minnesota Wild,L,L,75,42,43,85,USA,Boldy,20212022
Jakob Pelletier,8481592,70,172,2001-03-07,Quebec City,QC,CAN,2019.0,1.0,26.0,N,TBL,Tampa Bay Lightning,L,L,4,0,0,0,CAN,Pelletier,20222023
Ludvig Jansson,8483712,72,176,2003-12-27,Stockholm,,SWE,2022.0,4.0,125.0,N,FLA,Florida Panthers,R,D,1,0,0,0,SWE,Jansson,20252026
Fedor Svechkov,8482768,72,187,2003-04-05,Togliatti,,RUS,2021.0,1.0,19.0,N,NSH,Nashville Predators,L,C,67,4,13,17,RUS,Svechkov,20242025
Quinn Hughes,8480800,70,180,1999-10-14,Orlando,FL,USA,2018.0,1.0,7.0,N,MIN,Minnesota Wild,L,D,73,7,69,76,USA,Hughes,20182019
Kevin Fiala,8477942,72,205,1996-07-22,St. Gallen,,CHE,2014.0,1.0,11.0,N,LAK,Los Angeles Kings,L,L,56,18,22,40,CHE,Fiala,20142015
Keegan Kolesar,8478434,74,216,1997-04-08,Brandon,MB,CAN,2015.0,3.0,69.0,N,VGK,Vegas Golden Knights,R,R,79,6,11,17,CAN,Kolesar,20192020
Juho Lammikko,8477996,74,191,1996-01-29,Noormarkku,,FIN,2014.0,3.0,65.0,N,,,L,C,24,0,2,2,FIN,Lammikko,20182019
Louis Crevier,8481806,80,228,2001-05-04,Quebec City,QC,CAN,2020.0,7.0,188.0,N,CHI,Chicago Blackhawks,R,D,75,5,18,23,CAN,Crevier,20232024
Ben Meyers,8483570,71,194,1998-11-15,Delano,MN,USA,,,,N,SEA,Seattle Kraken,L,C,50,7,8,15,USA,Meyers,20212022
Carl Grundstrom,8479336,72,200,1997-12-01,Umea,,SWE,2016.0,2.0,57.0,N,PHI,Philadelphia Flyers,L,R,46,9,4,13,SWE,Grundstrom,20182019
Lassi Thomson,8481575,72,195,2000-09-24,Tampere,,FIN,2019.0,1.0,19.0,N,OTT,Ottawa Senators,R,D,8,0,2,2,FIN,Thomson,20212022
Ryan Lomberg,8479066,69,184,1994-12-09,Richmond Hill,ON,CAN,,,,N,CGY,Calgary Flames,L,L,57,4,5,9,CAN,Lomberg,20172018
Tyler Seguin,8475794,74,205,1992-01-31,Brampton,ON,CAN,2010.0,1.0,2.0,N,DAL,Dallas Stars,R,C,27,7,10,17,CAN,Seguin,20102011
Matvei Gridin,8484860,73,182,2006-03-01,Kurgan,,RUS,2024.0,1.0,28.0,N,CGY,Calgary Flames,L,R,34,6,13,19,RUS,Gridin,20252026
Hayden Hodgson,8478173,74,226,1996-03-02,Windsor,ON,CAN,,,,N,OTT,Ottawa Senators,R,R,9,0,0,0,CAN,Hodgson,20212022
Christian Dvorak,8477989,73,190,1996-02-02,Palos,IL,USA,2014.0,2.0,58.0,N,PHI,Philadelphia Flyers,L,C,78,18,32,50,USA,Dvorak,20162017
Michael Pezzetta,8479543,73,222,1998-03-13,Toronto,ON,CAN,2016.0,6.0,160.0,N,TOR,Toronto Maple Leafs,L,L,7,0,0,0,CAN,Pezzetta,20212022
Thomas Harley,8481581,75,214,2001-08-19,Syracuse,NY,USA,2019.0,1.0,18.0,N,DAL,Dallas Stars,L,D,67,6,29,35,CAN,Harley,20212022
Taylor Raddysh,8479390,74,201,1998-02-18,Caledon,ON,CAN,2016.0,2.0,58.0,N,NYR,New York Rangers,R,R,67,9,10,19,CAN,Raddysh,20212022
Mavrik Bourque,8482145,71,187,2002-01-08,Plessisville,QC,CAN,2020.0,1.0,30.0,N,DAL,Dallas Stars,R,C,79,16,19,35,CAN,Bourque,20232024
Alex Tuch,8477949,76,219,1996-05-10,Syracuse,NY,USA,2014.0,1.0,18.0,N,BUF,Buffalo Sabres,R,R,77,31,32,63,USA,Tuch,20162017
Jorian Donovan,8483435,73,200,2004-04-05,Calgary,AB,CAN,2022.0,5.0,136.0,N,OTT,Ottawa Senators,L,D,2,0,0,0,CAN,Donovan,20252026
Jonny Brodzinski,8477380,72,206,1993-06-19,Ham Lake,MN,USA,2013.0,5.0,148.0,N,NYR,New York Rangers,R,C,53,6,10,16,USA,Brodzinski,20162017
Tyler Kleven,8482095,77,225,2002-01-10,Fargo,ND,USA,2020.0,2.0,44.0,N,OTT,Ottawa Senators,L,D,70,3,15,18,USA,Kleven,20222023
Andrew Copp,8477429,73,200,1994-07-08,Ann Arbor,MI,USA,2013.0,4.0,104.0,N,DET,Detroit Red Wings,L,C,76,9,34,43,USA,Copp,20142015
Lars Eller,8474189,74,207,1989-05-08,Rodovre,,DNK,2007.0,1.0,13.0,N,OTT,Ottawa Senators,L,C,65,5,10,15,DNK,Eller,20092010
David Pastrnak,8477956,72,199,1996-05-25,Havirov,,CZE,2014.0,1.0,25.0,N,BOS,Boston Bruins,R,R,74,29,70,99,CZE,Pastrnak,20142015
Cole Koepke,8481043,73,207,1998-05-17,Two Harbors,MN,USA,2018.0,6.0,183.0,N,WPG,Winnipeg Jets,L,L,62,7,8,15,USA,Koepke,20222023
Travis Mitchell,8484262,76,203,1999-11-25,South Lyon,MI,USA,,,,N,NYI,New York Islanders,L,D,9,1,0,1,USA,Mitchell,20252026
Moritz Seider,8481542,74,210,2001-04-06,Zell,,DEU,2019.0,1.0,6.0,N,DET,Detroit Red Wings,R,D,79,10,50,60,DEU,Seider,20212022
Daniil But,8484388,77,203,2005-02-15,Yaroslavl,,RUS,2023.0,1.0,12.0,N,UTA,Utah Mammoth,R,L,29,3,4,7,RUS,But,20252026
Colin Blackwell,8476278,68,181,1993-03-28,North Andover,MA,USA,2011.0,7.0,194.0,N,DAL,Dallas Stars,R,C,68,4,11,15,USA,Blackwell,20182019
Dominik Shine,8479942,71,177,1993-04-18,Pinckney,MI,USA,,,,N,DET,Detroit Red Wings,R,R,17,3,0,3,USA,Shine,20242025
Sean Kuraly,8476374,74,208,1993-01-20,Niagara Falls,NY,USA,2011.0,5.0,133.0,N,BOS,Boston Bruins,L,C,79,5,12,17,USA,Kuraly,20162017
Jamie Oleksiak,8476467,79,252,1992-12-21,Toronto,ON,CAN,2011.0,1.0,14.0,N,SEA,Seattle Kraken,L,D,75,5,8,13,CAN,Oleksiak,20122013
Elias Lindholm,8477496,73,200,1994-12-02,Boden,,SWE,2013.0,1.0,5.0,N,BOS,Boston Bruins,R,C,66,17,31,48,SWE,Lindholm,20132014
Patrick Giles,8480825,77,218,2000-01-03,Chevy Chase,MD,USA,,,,N,SJS,San Jose Sharks,R,R,3,0,1,1,USA,Giles,20242025
Jake McCabe,8476931,73,210,1993-10-12,Eau Claire,WI,USA,2012.0,2.0,44.0,N,TOR,Toronto Maple Leafs,L,D,77,5,19,24,USA,McCabe,20132014
Scott Laughton,8476872,73,190,1994-05-30,Oakville,ON,CAN,2012.0,1.0,20.0,N,LAK,Los Angeles Kings,L,C,60,13,7,20,CAN,Laughton,20122013
Cole Hutson,8484873,71,175,2006-06-28,St. Louis,MO,USA,2024.0,2.0,43.0,N,WSH,Washington Capitals,L,D,11,3,5,8,USA,Hutson,20252026
Bogdan Trineyev,8482167,75,198,2002-03-04,Voronezh,,RUS,2020.0,4.0,117.0,N,WSH,Washington Capitals,R,R,2,0,0,0,RUS,Trineyev,20252026
Jordan Eberle,8474586,71,180,1990-05-15,Regina,SK,CAN,2008.0,1.0,22.0,N,SEA,Seattle Kraken,R,R,76,25,29,54,CAN,Eberle,20102011
Jake Sanderson,8482105,74,202,2002-07-08,Whitefish,MT,USA,2020.0,1.0,5.0,N,OTT,Ottawa Senators,L,D,66,13,40,53,USA,Sanderson,20222023
Jonathan Drouin,8477494,71,189,1995-03-28,Ste-Agathe,QC,CAN,2013.0,1.0,3.0,N,STL,St. Louis Blues,L,L,62,4,18,22,CAN,Drouin,20142015
Pierre-Luc Dubois,8479400,76,220,1998-06-24,Ste-Agathe-des-Monts,QC,CAN,2016.0,1.0,3.0,N,WSH,Washington Capitals,L,C,27,5,12,17,CAN,Dubois,20172018
Ryan Johnson,8481564,73,195,2001-07-24,Newport Beach,CA,USA,2019.0,1.0,31.0,N,BUF,Buffalo Sabres,L,D,3,0,0,0,USA,Johnson,20232024
Drew Doughty,8474563,73,210,1989-12-08,London,ON,CAN,2008.0,1.0,2.0,N,LAK,Los Angeles Kings,R,D,68,5,17,22,CAN,Doughty,20082009
Alex Newhook,8481618,71,200,2001-01-28,St. John's,NL,CAN,2019.0,1.0,16.0,N,MTL,Montréal Canadiens,L,C,39,12,11,23,CAN,Newhook,20202021
Dylan Guenther,8482699,73,191,2003-04-10,Edmonton,AB,CAN,2021.0,1.0,9.0,N,UTA,Utah Mammoth,R,R,76,39,32,71,CAN,Guenther,20222023
Jean-Gabriel Pageau,8476419,71,180,1992-11-11,Ottawa,ON,CAN,2011.0,4.0,96.0,N,NYI,New York Islanders,R,C,71,17,18,35,CAN,Pageau,20122013
Philippe Myers,8479026,77,221,1997-01-25,Moncton,NB,CAN,,,,N,TOR,Toronto Maple Leafs,R,D,39,0,2,2,CAN,Myers,20182019
James van Riemsdyk,8474037,75,210,1989-05-04,Middletown,NJ,USA,2007.0,1.0,2.0,N,DET,Detroit Red Wings,L,L,69,15,15,30,USA,van Riemsdyk,20092010
Nikolas Matinpalo,8484321,75,213,1998-10-05,Espoo,,FIN,,,,N,OTT,Ottawa Senators,R,D,47,0,5,5,FIN,Matinpalo,20232024
Andrei Svechnikov,8480830,75,200,2000-03-26,Barnaul,,RUS,2018.0,1.0,2.0,N,CAR,Carolina Hurricanes,L,R,78,30,39,69,RUS,Svechnikov,20182019
Kevin Stenlund,8478831,75,213,1996-09-20,Stockholm,,SWE,2015.0,2.0,58.0,N,UTA,Utah Mammoth,R,C,76,4,14,18,SWE,Stenlund,20182019
Nico Hischier,8480002,73,200,1999-01-04,Naters,,CHE,2017.0,1.0,1.0,N,NJD,New Jersey Devils,L,C,79,26,36,62,CHE,Hischier,20172018
Matt Duchene,8475168,71,211,1991-01-16,Haliburton,ON,CAN,2009.0,1.0,3.0,N,DAL,Dallas Stars,L,C,54,16,24,40,CAN,Duchene,20092010
Brennan Othmann,8482747,72,192,2003-01-05,Pickering,ON,CAN,2021.0,1.0,16.0,N,CGY,Calgary Flames,L,L,19,2,1,3,CAN,Othmann,20232024
Sheldon Dries,8480326,70,182,1994-04-23,Macomb,MI,USA,,,,N,DET,Detroit Red Wings,L,C,5,0,0,0,USA,Dries,20182019
Matt Savoie,8483512,70,179,2004-01-01,St. Albert,AB,CAN,2022.0,1.0,9.0,N,EDM,Edmonton Oilers,R,C,79,15,18,33,CAN,Savoie,20232024
Mark Jankowski,8476873,76,200,1994-09-13,Hamilton,ON,CAN,2012.0,1.0,21.0,N,CAR,Carolina Hurricanes,L,L,66,10,10,20,CAN,Jankowski,20162017
Andrew Mangiapane,8478233,70,183,1996-04-04,Toronto,ON,CAN,2015.0,6.0,166.0,N,CHI,Chicago Blackhawks,L,L,61,8,8,16,CAN,Mangiapane,20172018
Morgan Geekie,8479987,75,212,1998-07-20,Strathclair,MB,CAN,2017.0,3.0,67.0,N,BOS,Boston Bruins,R,C,78,37,29,66,CAN,Geekie,20192020
Vinnie Hinostroza,8476994,70,183,1994-04-03,Chicago,IL,USA,2012.0,6.0,169.0,N,FLA,Florida Panthers,R,C,62,5,10,15,USA,Hinostroza,20152016
Matt Luff,8479644,75,219,1997-05-05,Oakville,ON,CAN,,,,N,NYI,New York Islanders,R,R,5,1,0,1,CAN,Luff,20182019
Kirill Kaprizov,8478864,70,202,1997-04-26,Novokuznetsk,,RUS,2015.0,5.0,135.0,N,MIN,Minnesota Wild,L,L,77,45,44,89,RUS,Kaprizov,20202021
Luke Haymes,8485467,73,192,2003-07-28,Ottawa,ON,CAN,,,,N,TOR,Toronto Maple Leafs,L,C,1,0,1,1,CAN,Haymes,20252026
John Leonard,8481077,71,192,1998-08-07,Westwood,NJ,USA,2018.0,6.0,182.0,N,DET,Detroit Red Wings,L,L,11,2,2,4,USA,Leonard,20202021
Jordan Oesterle,8477851,72,181,1992-06-25,Dearborn Heights,MI,USA,,,,N,NSH,Nashville Predators,L,D,1,0,0,0,USA,Oesterle,20142015
Jonas Brodin,8476463,74,196,1993-07-12,Karlstad,,SWE,2011.0,1.0,10.0,N,MIN,Minnesota Wild,L,D,60,4,13,17,SWE,Brodin,20122013
Artturi Lehkonen,8477476,71,179,1995-07-04,Piikkio,,FIN,2013.0,2.0,55.0,N,COL,Colorado Avalanche,L,L,67,20,27,47,FIN,Lehkonen,20162017
Marc Gatcomb,8483553,74,200,1999-07-22,Woburn,MA,USA,,,,N,NYI,New York Islanders,R,C,47,3,4,7,USA,Gatcomb,20242025
Aaron Ekblad,8477932,76,220,1996-02-07,Windsor,ON,CAN,2014.0,1.0,1.0,N,FLA,Florida Panthers,R,D,72,4,22,26,CAN,Ekblad,20142015
Mike Benning,8482107,69,185,2002-01-05,Edmonton,AB,CAN,2020.0,4.0,95.0,N,FLA,Florida Panthers,R,D,15,0,4,4,CAN,Benning,20252026
Troy Terry,8478873,72,193,1997-09-10,Denver,CO,USA,2015.0,5.0,148.0,N,ANA,Anaheim Ducks,R,R,58,18,38,56,USA,Terry,20172018
Andre Lee,8481732,76,210,2000-07-26,Karlstad,,SWE,2019.0,7.0,188.0,N,LAK,Los Angeles Kings,L,L,7,1,1,2,SWE,Lee,20242025
Avery Hayes,8482993,70,180,2002-10-10,Westland,MI,USA,,,,N,PIT,Pittsburgh Penguins,R,R,14,3,0,3,USA,Hayes,20252026
Warren Foegele,8477998,74,205,1996-04-01,Markham,ON,CAN,2014.0,3.0,67.0,N,OTT,Ottawa Senators,L,L,65,12,4,16,CAN,Foegele,20172018
Andre Burakovsky,8477444,75,203,1995-02-09,Klagenfurt,,AUT,2013.0,1.0,23.0,N,CHI,Chicago Blackhawks,L,L,72,11,21,32,SWE,Burakovsky,20142015
Parker Wotherspoon,8478450,73,190,1997-08-24,Surrey,BC,CAN,2015.0,4.0,112.0,N,PIT,Pittsburgh Penguins,L,D,79,3,27,30,CAN,Wotherspoon,20222023
Arseny Gritsyuk,8481721,72,195,2001-03-15,Krasnoyarsk,,RUS,2019.0,5.0,129.0,N,NJD,New Jersey Devils,L,R,66,13,18,31,RUS,Gritsyuk,20252026
Zeev Buium,8484798,72,183,2005-12-07,San Diego,CA,USA,2024.0,1.0,12.0,N,VAN,Vancouver Canucks,L,D,72,5,19,24,USA,Buium,20252026
Oliver Moore,8484197,71,188,2005-01-22,Mounds View,MN,USA,2023.0,1.0,19.0,N,CHI,Chicago Blackhawks,L,C,51,5,14,19,USA,Moore,20242025
Travis Konecny,8478439,70,192,1997-03-11,London,ON,CAN,2015.0,1.0,24.0,N,PHI,Philadelphia Flyers,R,R,75,27,40,67,CAN,Konecny,20162017
Nazem Kadri,8475172,72,185,1990-10-06,London,ON,CAN,2009.0,1.0,7.0,N,COL,Colorado Avalanche,L,C,77,16,34,50,CAN,Kadri,20092010
Liam O'Brien,8477070,73,215,1994-07-29,Halifax,NS,CAN,,,,N,UTA,Utah Mammoth,L,C,34,3,1,4,CAN,O'Brien,20142015
Evgenii Dadonov,8474149,71,188,1989-03-12,Chelyabinsk,,RUS,2007.0,3.0,71.0,N,NJD,New Jersey Devils,L,L,23,1,0,1,RUS,Dadonov,20092010
Darren Raddysh,8478178,73,202,1996-02-28,Toronto,ON,CAN,,,,N,TBL,Tampa Bay Lightning,R,D,72,22,48,70,CAN,Raddysh,20212022
Jesper Boqvist,8480003,73,191,1998-10-30,Falun,,SWE,2017.0,2.0,36.0,N,FLA,Florida Panthers,L,C,70,4,9,13,SWE,Boqvist,20192020
Arber Xhekaj,8482964,76,240,2001-01-30,Hamilton,ON,CAN,,,,N,MTL,Montréal Canadiens,L,D,62,1,2,3,CAN,Xhekaj,20222023
Mats Zuccarello,8475692,68,181,1987-09-01,Oslo,,NOR,,,,N,MIN,Minnesota Wild,L,R,59,15,39,54,NOR,Zuccarello,20102011
Easton Cowan,8484158,72,190,2005-05-20,Mount Brydges,ON,CAN,2023.0,1.0,28.0,N,TOR,Toronto Maple Leafs,L,R,63,11,16,27,CAN,Cowan,20252026
Dennis Gilbert,8478502,74,216,1996-10-30,Buffalo,NY,USA,2015.0,3.0,91.0,N,OTT,Ottawa Senators,L,D,6,0,1,1,USA,Gilbert,20182019
Brock Boeser,8478444,73,208,1997-02-25,Burnsville,MN,USA,2015.0,1.0,23.0,N,VAN,Vancouver Canucks,R,R,71,21,24,45,USA,Boeser,20162017
Garnet Hathaway,8477903,74,212,1991-11-23,Naples,FL,USA,,,,N,PHI,Philadelphia Flyers,R,R,63,1,2,3,USA,Hathaway,20152016
Derek Forbort,8475762,76,216,1992-03-04,Duluth,MN,USA,2010.0,1.0,15.0,N,VAN,Vancouver Canucks,L,D,2,0,0,0,USA,Forbort,20152016
Braeden Cootes,8485385,71,183,2007-02-09,Sherwood Park,AB,CAN,2025.0,1.0,15.0,N,VAN,Vancouver Canucks,R,C,3,0,0,0,CAN,Cootes,20252026
Jeremy Lauzon,8478468,75,225,1997-04-28,Val-d'Or,QC,CAN,2015.0,2.0,52.0,N,VGK,Vegas Golden Knights,L,D,65,1,12,13,CAN,Lauzon,20182019
Zack Ostapchuk,8482859,76,212,2003-05-29,St. Albert,AB,CAN,2021.0,2.0,39.0,N,SJS,San Jose Sharks,L,C,55,4,3,7,CAN,Ostapchuk,20232024
Emil Lilleberg,8482929,75,215,2001-02-02,Sarpsborg,,NOR,2021.0,4.0,107.0,N,TBL,Tampa Bay Lightning,L,D,47,3,7,10,NOR,Lilleberg,20232024
Justin Barron,8482111,74,198,2001-11-15,Halifax,NS,CAN,2020.0,1.0,25.0,N,NSH,Nashville Predators,R,D,49,0,9,9,CAN,Barron,20212022
Nick Suzuki,8480018,71,207,1999-08-10,London,ON,CAN,2017.0,1.0,13.0,N,MTL,Montréal Canadiens,R,C,79,28,70,98,CAN,Suzuki,20192020
Cam Fowler,8475764,74,213,1991-12-05,Windsor,ON,CAN,2010.0,1.0,12.0,N,STL,St. Louis Blues,L,D,78,3,24,27,USA,Fowler,20102011
John Carlson,8474590,75,220,1990-01-10,Natick,MA,USA,2008.0,1.0,27.0,N,ANA,Anaheim Ducks,R,D,68,14,44,58,USA,Carlson,20092010
Ty Mueller,8484406,71,185,2003-02-26,Edmonton,AB,CAN,2023.0,4.0,105.0,N,VAN,Vancouver Canucks,L,C,2,0,0,0,CAN,Mueller,20242025
Patrik Laine,8479339,76,208,1998-04-19,Tampere,,FIN,2016.0,1.0,2.0,N,MTL,Montréal Canadiens,R,L,5,0,1,1,FIN,Laine,20162017
Rutger McGroarty,8483487,73,212,2004-03-30,Lincoln,NE,USA,2022.0,1.0,14.0,N,PIT,Pittsburgh Penguins,L,R,21,2,3,5,USA,McGroarty,20242025
Lawson Crouse,8478474,76,214,1997-06-23,Mt. Brydges,ON,CAN,2015.0,1.0,11.0,N,UTA,Utah Mammoth,L,L,77,22,20,42,CAN,Crouse,20162017
Zach Benson,8484145,70,177,2005-05-12,Chilliwack,BC,CAN,2023.0,1.0,13.0,N,BUF,Buffalo Sabres,L,L,63,12,28,40,CAN,Benson,20232024
Andrew Peeke,8479369,75,214,1998-03-17,Parkland,FL,USA,2016.0,2.0,34.0,N,BOS,Boston Bruins,R,D,74,5,9,14,USA,Peeke,20192020
Mikey Anderson,8479998,72,195,1999-05-25,Roseville,MN,USA,2017.0,4.0,103.0,N,LAK,Los Angeles Kings,L,D,76,4,16,20,USA,Anderson,20192020
Justin Kirkland,8477993,75,183,1996-08-02,Winnipeg,MB,CAN,2014.0,3.0,62.0,N,CGY,Calgary Flames,L,C,20,1,1,2,CAN,Kirkland,20222023
Jared Spurgeon,8474716,69,166,1989-11-29,Edmonton,AB,CAN,2008.0,6.0,156.0,N,MIN,Minnesota Wild,R,D,78,6,16,22,CAN,Spurgeon,20102011
Brock Nelson,8475754,76,205,1991-10-15,Warroad,MN,USA,2010.0,1.0,30.0,N,COL,Colorado Avalanche,L,C,78,33,31,64,USA,Nelson,20132014
Jaycob Megna,8477034,78,214,1992-12-10,Plantation,FL,USA,2012.0,7.0,210.0,N,VGK,Vegas Golden Knights,L,D,4,0,0,0,USA,Megna,20162017
Rodrigo Abols,8479022,76,206,1996-01-05,Riga,,LVA,2016.0,7.0,184.0,N,PHI,Philadelphia Flyers,L,C,42,3,7,10,LVA,Abols,20242025
Kyle Palmieri,8475151,72,192,1991-02-01,Smithtown,NY,USA,2009.0,1.0,26.0,N,NYI,New York Islanders,R,C,25,6,12,18,USA,Palmieri,20102011
Tyler Bertuzzi,8477479,74,200,1995-02-24,Sudbury,ON,CAN,2013.0,2.0,58.0,N,CHI,Chicago Blackhawks,L,L,76,32,24,56,CAN,Bertuzzi,20162017
Josh Samanski,8484509,74,195,2002-03-22,Erding,,DEU,,,,N,EDM,Edmonton Oilers,L,C,21,1,2,3,DEU,Samanski,20252026
Anthony Mantha,8477511,77,240,1994-09-16,Longueuil,QC,CAN,2013.0,1.0,20.0,N,PIT,Pittsburgh Penguins,L,R,79,31,30,61,CAN,Mantha,20152016
Mikael Pyyhtia,8482451,72,178,2001-12-17,Turku,,FIN,2020.0,4.0,114.0,N,CBJ,Columbus Blue Jackets,L,L,5,1,0,1,FIN,Pyyhtia,20222023
Mario Ferraro,8479983,71,200,1998-09-17,Toronto,ON,CAN,2017.0,2.0,49.0,N,SJS,San Jose Sharks,L,D,78,6,15,21,CAN,Ferraro,20192020
Carter Verhaeghe,8477409,74,183,1995-08-14,Toronto,ON,CAN,2013.0,3.0,82.0,N,FLA,Florida Panthers,L,C,77,25,30,55,CAN,Verhaeghe,20192020
Marcus Pettersson,8477969,77,174,1996-05-08,Skelleftea,,SWE,2014.0,2.0,38.0,N,VAN,Vancouver Canucks,L,D,78,3,15,18,SWE,Pettersson,20172018
Adam Fox,8479323,71,185,1998-02-17,Jericho,NY,USA,2016.0,3.0,66.0,N,NYR,New York Rangers,R,D,52,9,43,52,USA,Fox,20192020
Colton Dach,8482703,76,218,2003-01-04,St. Albert,AB,CAN,2021.0,2.0,62.0,N,EDM,Edmonton Oilers,L,C,58,4,7,11,CAN,Dach,20242025
Joel Nystrom,8482911,71,178,2002-05-14,Karlstad,,SWE,2021.0,7.0,219.0,N,CAR,Carolina Hurricanes,R,D,37,1,8,9,SWE,Nystrom,20252026
Sean Monahan,8477497,74,206,1994-10-12,Brampton,ON,CAN,2013.0,1.0,6.0,N,CBJ,Columbus Blue Jackets,L,C,75,12,23,35,CAN,Monahan,20132014
Marshall Rifai,8483546,74,211,1998-03-16,Beaconsfield,QC,CAN,,,,N,TOR,Toronto Maple Leafs,L,D,1,0,0,0,CAN,Rifai,20232024
Samuel Blais,8478104,74,206,1996-06-17,Montmagny,QC,CAN,2014.0,6.0,176.0,N,MTL,Montréal Canadiens,L,L,21,3,5,8,CAN,Blais,20172018
Shane Pinto,8481596,75,206,2000-11-12,Franklin Square,NY,USA,2019.0,2.0,32.0,N,OTT,Ottawa Senators,R,C,69,22,21,43,USA,Pinto,20202021
Oskar Sundqvist,8476897,75,210,1994-03-23,Boden,,SWE,2012.0,3.0,81.0,N,STL,St. Louis Blues,R,C,50,4,11,15,SWE,Sundqvist,20152016
Caleb Jones,8478452,73,184,1997-06-06,Arlington,TX,USA,2015.0,4.0,117.0,N,PIT,Pittsburgh Penguins,L,D,7,0,1,1,USA,Jones,20182019
Jack McBain,8480855,76,219,2000-01-06,Toronto,ON,CAN,2018.0,3.0,63.0,N,UTA,Utah Mammoth,L,C,75,9,16,25,CAN,McBain,20212022
Jack Hughes,8481559,71,175,2001-05-14,Orlando,FL,USA,2019.0,1.0,1.0,N,NJD,New Jersey Devils,L,C,58,26,47,73,USA,Hughes,20192020
Michael Amadio,8478020,73,206,1996-05-13,Sault Ste. Marie,ON,CAN,2014.0,3.0,90.0,N,OTT,Ottawa Senators,R,R,79,13,19,32,CAN,Amadio,20172018
Jake DeBrusk,8478498,73,198,1996-10-17,Edmonton,AB,CAN,2015.0,1.0,14.0,N,VAN,Vancouver Canucks,L,L,77,19,19,38,CAN,DeBrusk,20172018
Tobias Bjornfot,8481600,72,200,2001-04-06,Upplands Vasby,,SWE,2019.0,1.0,22.0,N,FLA,Florida Panthers,L,D,16,2,1,3,SWE,Bjornfot,20192020
Tanner Pearson,8476871,73,207,1992-08-10,Kitchener,ON,CAN,2012.0,1.0,30.0,N,BUF,Buffalo Sabres,L,L,55,7,7,14,CAN,Pearson,20132014
Charles Alexis Legault,8484428,76,220,2003-09-05,Montréal,QC,CAN,2023.0,5.0,139.0,N,CAR,Carolina Hurricanes,R,D,9,1,1,2,CAN,Legault,20252026
Xavier Parent,8483841,68,170,2001-03-23,Laval,QC,CAN,,,,N,NJD,New Jersey Devils,L,C,5,0,0,0,CAN,Parent,20252026
Adam Henrique,8474641,72,195,1990-02-06,Brantford,ON,CAN,2008.0,3.0,82.0,N,EDM,Edmonton Oilers,L,C,62,3,12,15,CAN,Henrique,20102011
Adam Lowry,8476392,77,210,1993-03-29,St. Louis,MO,USA,2011.0,3.0,67.0,N,WPG,Winnipeg Jets,L,C,66,5,16,21,USA,Lowry,20142015
Adam Gaudette,8478874,73,190,1996-10-03,Braintree,MA,USA,2015.0,5.0,149.0,N,SJS,San Jose Sharks,R,R,63,17,8,25,USA,Gaudette,20172018
Robby Fabbri,8477952,71,185,1996-01-22,Mississauga,ON,CAN,2014.0,1.0,21.0,N,MIN,Minnesota Wild,L,C,19,1,3,4,CAN,Fabbri,20152016
Vladimir Tarasenko,8475765,73,219,1991-12-13,Yaroslavl,,RUS,2010.0,1.0,16.0,N,MIN,Minnesota Wild,L,R,72,23,22,45,RUS,Tarasenko,20122013
Clayton Keller,8479343,70,175,1998-07-29,Chesterfield,MO,USA,2016.0,1.0,7.0,N,UTA,Utah Mammoth,L,R,78,26,57,83,USA,Keller,20162017
Michael McCarron,8477446,78,232,1995-03-07,Grosse Pointe,MI,USA,2013.0,1.0,25.0,N,MIN,Minnesota Wild,R,C,76,6,9,15,USA,McCarron,20152016
Frank Vatrano,8478366,71,203,1994-03-14,East Longmeadow,MA,USA,,,,N,ANA,Anaheim Ducks,L,R,49,5,4,9,USA,Vatrano,20152016
Justin Robidas,8482785,68,176,2003-03-13,Plano,TX,USA,2021.0,5.0,147.0,N,CAR,Carolina Hurricanes,R,C,2,0,1,1,USA,Robidas,20242025
Mackie Samoskevich,8482713,71,180,2002-11-15,Newtown,CT,USA,2021.0,1.0,24.0,N,FLA,Florida Panthers,R,R,74,10,17,27,USA,Samoskevich,20232024
